Paper,Subtribes,Municipality,Long,Lat,Species,contagem
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.424888888889,-9.4192222222222,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.424888888889,-9.4192222222222,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.424888888889,-9.4192222222222,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.424888888889,-9.4192222222222,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Pintomyia damascenoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Trichopygomyia dasypodogeton,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.405333333333,-9.2625555555556,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Pintomyia gruta,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Pressatia triacantha,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.40325,-9.0948055555556,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Pintomyia gruta,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.389027777778,-9.2515277777778,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.180361111111,-9.0675833333333,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Sciopemyia sordellii,18
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.148527777778,-9.0331388888889,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia evandroi,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.078111111111,-8.7705,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia evandroi,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia infraspinosa,8
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Sciopemyia fluviatilis,3
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.060638888889,-8.8655,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia evandroi,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia saulensis,10
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-64.028444444444,-8.7603055555556,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia pinottii,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia saulensis,10
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia walkeri,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Pressatia choti,7
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.993833333333,-8.7625,Trichopygomyia trichopyga,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia bacula,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia pinottii,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia saulensis,10
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia walkeri,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Migonemyia migonei,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Pressatia choti,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.938805555556,-8.8102222222222,Trichopygomyia trichopyga,6
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia begonae,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia pinottii,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia walkeri,2
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Pressatia choti,7
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.931111111111,-8.7725,Trichopygomyia trichopyga,5
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia brachyphalla,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia evandroi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia infraspinosa,9
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia monstruosa,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia pinottii,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia saulensis,11
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia walkeri,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Evandromyia williamsi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Lutzomyia carvalhoi,1
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Pressatia choti,7
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Sciopemyia fluviatilis,4
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Sciopemyia sordellii,19
Galardo et al. 2015,Lutzomyiina,Porto Velho,-63.733138888889,-8.58375,Trichopygomyia trichopyga,5
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Bichromomyia flaviscutellata,17
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Bichromomyia olmeca nociva,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia anduzei,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia antunesi,12
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia fraihai,8
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia shawi,4
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia umbratilis,34
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Nyssomyia yuilli pajoti,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psathyromyia aragaoi,5
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psathyromyia dreisbachi,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psathyromyia inflata,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psathyromyia lutziana,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus amazonensis,5
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus ayrozai,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus carrerai,6
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus chagasi,9
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus claustrei,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus complexus,29
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus corossoniensis,14
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus davisi,170
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus geniculatus,4
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus hirsutus,6
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus leonidasdeanei,4
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus paraensis,3
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Psychodopygus squamiventris,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Trichophoromyia castanheirai,12
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Trichophoromyia eurypyga,11
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Trichophoromyia readyi,2
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Trichophoromyia ubiquitalis,49
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Viannamyia furcata,12
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.744222222222,-9.4095555555556,Viannamyia tuberculata,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Bichromomyia flaviscutellata,17
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Bichromomyia olmeca nociva,1
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Nyssomyia anduzei,3
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Nyssomyia antunesi,11
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Nyssomyia fraihai,7
Galardo et al. 2015,Psychodopygina,Porto Velho,-64.424888888889,-9.4192222222222,Nyssomyia shawi,3
